,dataset,example_index,project,commit_id,target,split
0,Devign,0,FFmpeg,973b1a6b9070e2bf17d17568cbaf4043ce931f51,0,train
6,Devign,6,FFmpeg,afb4632cc30e83287338690c785ebac180436a59,1,train
13,Devign,13,qemu,a1d4e38a8b01a6699355c31867d524f8d4cd480e,1,train
15,Devign,15,qemu,089da572b956ef0f8f5b8d5917358e07892a77c2,1,train
17,Devign,17,FFmpeg,2a6eb06254df79e96b3d791b6b89b2534ced3119,1,train
18,Devign,18,qemu,3e305e4a4752f70c0b5c3cf5b43ec957881714f7,1,train
20,Devign,20,qemu,0696ae2c9236a3589f5eaf5b00c12868b6f30a17,1,train
21,Devign,21,FFmpeg,323e6fead07c75f418e4b60704a4f437bb3483b2,1,train
25,Devign,25,qemu,c84f0f25db2eaab101665ddb60c1ddf1decce76a,1,train
29,Devign,29,FFmpeg,f61bece684d9685b07895508e6c1c733b5564ccf,0,valid
30,Devign,30,FFmpeg,38477e1981a7729b02d9a2f45142c53dc78625fe,0,train
33,Devign,33,qemu,cd0c6f473532bfaf20a095bc90a18e45162981b5,1,train
37,Devign,37,FFmpeg,839d6bc192f7ef94343872ff039799501af38855,1,train
42,Devign,42,FFmpeg,5e706a2afb09009bad49c4b12aaa997acf4491b1,1,train
48,Devign,48,qemu,4774718e5c194026ba5ee7a28d9be49be3080e42,0,valid
49,Devign,49,FFmpeg,9f61abc8111c7c43f49ca012e957a108b9cc7610,0,train
51,Devign,51,qemu,c39ce112b60ffafbaf700853e32bea74cbb2c148,0,train
52,Devign,52,qemu,b097cc52fc9126bd1a71dae8302b8536d28104dd,0,train
53,Devign,53,qemu,86a6a9bf551ffa183880480b37c5836d3916687a,0,train
60,Devign,60,FFmpeg,68f593b48433842f3407586679fe07f3e5199ab9,0,train
61,Devign,61,FFmpeg,595cf1a1aa09f6214eed57bd9eb6493456918efe,0,train
66,Devign,66,qemu,1c275925bfbbc2de84a8f0e09d1dd70bbefb6da3,0,train
69,Devign,69,qemu,a89f364ae8740dfc31b321eed9ee454e996dc3c1,0,train
71,Devign,71,qemu,3098dba01c7daab60762b6f6624ea88c0d6cb65a,0,train
72,Devign,72,FFmpeg,83fd377c94d8fbffdb3e69fb3efe1976ff897a88,0,train
73,Devign,73,qemu,b854bc196f5c4b4e3299c0b0ee63cf828ece9e77,0,train
83,Devign,83,qemu,5c6c0e513600ba57c3e73b7151d3c0664438f7b5,1,valid
93,Devign,93,FFmpeg,01923bab98506b1e98b4cbf08419364ce6ffea6d,1,train
94,Devign,94,FFmpeg,68f593b48433842f3407586679fe07f3e5199ab9,0,train
101,Devign,101,qemu,8607f5c3072caeebbe0217df28651fffd3a79fd9,0,train
105,Devign,105,qemu,6acbe4c6f18e7de00481ff30574262b58526de45,0,train
108,Devign,108,qemu,cf57298af5336df2aece47ef16c290a3a81457dd,0,train
110,Devign,110,qemu,b456a71c4a1eb5704d135fd08da9a0de8fd81231,0,train
123,Devign,123,FFmpeg,7ec414892ddcad88313848494b6fc5f437c9ca4a,1,train
124,Devign,124,FFmpeg,747a0554ea8ad09404c1f5b80239ebd8d71b291e,1,train
128,Devign,128,FFmpeg,44e43aab036595a8f6d78c9306864d00f35ebbb1,0,train
129,Devign,129,FFmpeg,dcc39ee10e82833ce24aa57926c00ffeb1948198,0,train
131,Devign,131,qemu,abed886ec60cf239a03515cf0b30fb11fa964c44,1,train
134,Devign,134,FFmpeg,428098165de4c3edfe42c1b7f00627d287015863,1,train
140,Devign,140,qemu,a01672d3968cf91208666d371784110bfde9d4f8,1,train
144,Devign,144,qemu,4f4321c11ff6e98583846bfd6f0e81954924b003,1,valid
145,Devign,145,qemu,77358b59f6f3ef571fb2262f5f6216e179d07ecb,1,train
149,Devign,149,FFmpeg,323e6fead07c75f418e4b60704a4f437bb3483b2,1,train
151,Devign,151,FFmpeg,2475858889cde6221677473b663df6f985add33d,1,train
160,Devign,160,qemu,eb69b50ad9806c4a3b5900392a5acc9837cffd18,1,train
164,Devign,164,qemu,9bb234b3b170299c39c9e88cfe7da5434a92d99d,1,train
