,dataset,example_index,project,commit_id,target,split
30,Devign,30,FFmpeg,38477e1981a7729b02d9a2f45142c53dc78625fe,0,train
101,Devign,101,qemu,8607f5c3072caeebbe0217df28651fffd3a79fd9,0,train
129,Devign,129,FFmpeg,dcc39ee10e82833ce24aa57926c00ffeb1948198,0,train
205,Devign,205,qemu,0b9f0e2fd7c5070fa06cd6bd5ec69055e3a7d2b1,1,valid
393,Devign,393,qemu,9b79a76cdbb43b0b00aaf6e9421298842fc68841,1,valid
840,Devign,840,qemu,74f24cb6306d065045d0e2215a7d10533fa59c57,1,train
1176,Devign,1176,qemu,9ef91a677110ec200d7b2904fc4bcae5a77329ad,0,train
1213,Devign,1213,qemu,db39fcf1f690b02d612e2bfc00980700887abe03,0,train
1809,Devign,1809,FFmpeg,a63d7213b3eb96a35fdf34b05f45e5675107d8f9,1,train
1928,Devign,1928,FFmpeg,72ec043af4510723c53c729a67be482a14b7c7f3,1,train
2157,Devign,2157,FFmpeg,ed1c83508ec920bfef773e3aa3ac1764a65826ec,0,valid
2419,Devign,2419,qemu,e829b0bb054ed3389e5b22dad61875e51674e629,1,train
2637,Devign,2637,qemu,59800ec8e52bcfa271fa61fb0aae19205ef1b7f1,0,train
2825,Devign,2825,qemu,bacabb0afadb47294806481a7ebb6fa5d4f1c7bd,0,train
3099,Devign,3099,FFmpeg,93a10dd56121862fab13aa6676227673c534cc12,1,train
3306,Devign,3306,qemu,fc2a9b37849d25d21d161c1319581420499ab4b2,0,train
3417,Devign,3417,FFmpeg,ed06e5d92b4c67b49068d538461fbbe0a53a8c5e,0,train
3430,Devign,3430,FFmpeg,4c7b023d56e09a78a587d036db1b64bf7c493b3d,0,train
3789,Devign,3789,qemu,a8170e5e97ad17ca169c64ba87ae2f53850dab4c,0,train
3896,Devign,3896,qemu,33876dfad64bc481f59c5e9ccf60db78624c4b93,1,train
4034,Devign,4034,FFmpeg,ddda9cee1c4b308921c37a61efda411244152e8f,1,train
4245,Devign,4245,FFmpeg,4172951ba7e5e8450d2b081fa9516454fdfa1329,1,train
4494,Devign,4494,qemu,88045ac55592cacc92567aa46cb6917854bf7241,0,train
4633,Devign,4633,FFmpeg,ff771f79b55a346b4163d814b58ee4c98114745e,0,train
4680,Devign,4680,FFmpeg,4257b804e2354db07e66ebfd966d7d13f49c7895,0,train
4797,Devign,4797,qemu,7c9e527659c67d4d7b41d9504f93d2d7ee482488,1,train
4830,Devign,4830,qemu,1ac157da77c863b62b1d2f467626a440d57cf17d,0,train
5242,Devign,5242,qemu,dc88a467ec7214c3086094033daf2aba554337b1,0,train
5254,Devign,5254,qemu,b4ba67d9a702507793c2724e56f98e9b0f7be02b,1,train
5998,Devign,5998,FFmpeg,b5fc571e4f730579f328ae9cf77435cb7fddc53d,1,train
6144,Devign,6144,FFmpeg,80ca19f766aea8f4724aac1b3faa772d25163c8a,0,train
6523,Devign,6523,FFmpeg,e20e9b9033b75fac32a4a3bc2cdd3fcc3cedb33a,1,train
6687,Devign,6687,qemu,f16a0db323e1a8c0044696815cceeb98706f2243,1,train
7022,Devign,7022,qemu,a8170e5e97ad17ca169c64ba87ae2f53850dab4c,0,train
7393,Devign,7393,qemu,1e356fc14beaa3ece6c0e961bd479af58be3198b,1,train
7460,Devign,7460,qemu,f090c9d4ad5812fb92843d6470a1111c15190c4c,0,train
7478,Devign,7478,FFmpeg,147ee4cf065a20bbba10292b496a037e6573cd6e,0,train
7602,Devign,7602,FFmpeg,29b0d94b43ac960cb442049a5d737a3386ff0337,1,train
7688,Devign,7688,FFmpeg,301a24de52f5baa09beff0958327af2c2a7005dc,1,valid
7858,Devign,7858,qemu,0fb6395c0cb5046432a80d608ddde7a3b2f8a9ae,0,valid
7890,Devign,7890,qemu,32c16620dda8ba16f6d6bcd20efefdec8975af77,1,train
7904,Devign,7904,FFmpeg,c90b88090c260a0af018b6c1e955266e24ebf6f4,1,train
8274,Devign,8274,FFmpeg,7656c4c6e66f8a787d384f027ad824cc1677fda1,0,train
8287,Devign,8287,qemu,6977dfe6af975d72a8140dbc91effe8b8f2a58f8,0,train
8524,Devign,8524,FFmpeg,b3415e4c5f9205820fd6c9211ad50a4df2692a36,1,train
8611,Devign,8611,qemu,c31bc98e3bcf52fe1cd4b9b7a70869330eae80ea,1,valid
8798,Devign,8798,FFmpeg,98b3f17bd7182f4fbf318e09068bc19457a82d69,0,train
9058,Devign,9058,qemu,80f8dfde97e89739d7b9edcf0afceaed3f7f2aad,0,train
9064,Devign,9064,qemu,42a268c241183877192c376d03bd9b6d527407c7,0,train
9183,Devign,9183,FFmpeg,0c2aaa882d124f05b7bf0a4a4abba3293f4d6d84,1,train
9489,Devign,9489,FFmpeg,1181d93231e9b807965724587d363c1cfd5a1d0d,0,train
9665,Devign,9665,FFmpeg,033e58941e684ac7190d6d1b06f31a677be4539f,0,train
10097,Devign,10097,qemu,42a268c241183877192c376d03bd9b6d527407c7,0,train
10379,Devign,10379,qemu,e01b444523e2b0c663b42b3e8f44ef48a6153051,0,train
10508,Devign,10508,qemu,80c27194a7be757ef5a9cec978d1d8faaa4cee81,1,train
10668,Devign,10668,FFmpeg,82dd7d0dec29ee59af91ce18c29eb151b363ff37,0,train
10857,Devign,10857,qemu,0a73336d96397c80881219d080518fac6f1ecacb,1,train
10874,Devign,10874,qemu,b4ba67d9a702507793c2724e56f98e9b0f7be02b,1,valid
11286,Devign,11286,qemu,be214e6c0557139ffa5551f77e339c07495bfec3,1,train
11544,Devign,11544,qemu,ae392c416c69a020226c768d9c3af08b29dd6d96,1,train
11649,Devign,11649,FFmpeg,eee2cbff77d957e19c8e7d4407a27a5f42fef5f6,1,train
11671,Devign,11671,qemu,7bd427d801e1e3293a634d3c83beadaa90ffb911,0,train
11762,Devign,11762,qemu,72cf2d4f0e181d0d3a3122e04129c58a95da713e,0,train
11802,Devign,11802,FFmpeg,6e42e6c4b410dbef8b593c2d796a5dad95f89ee4,1,train
11825,Devign,11825,FFmpeg,a930cd0d195ea1c33b6b97b3f3f60703f899e739,0,train
12142,Devign,12142,qemu,c471ad0e9bd46ca5f5c9c796e727230e043a091d,0,train
12175,Devign,12175,qemu,393c13b940be8f2e5b126cd9f442c12e7ecb4cac,1,train
12586,Devign,12586,qemu,12fd28535891572be7aaf862a03019257dafa425,1,train
12862,Devign,12862,FFmpeg,22e49e6edead9c83696f20127988f659b952ce65,0,train
13169,Devign,13169,qemu,74c01823badbf4637c18ac4cad5967b4f9669514,0,train
13218,Devign,13218,FFmpeg,a70c27e813346a11e5fff3d329ecba82fb76826a,1,train
13514,Devign,13514,FFmpeg,57bdd67646cfffa2921a8b28bb5f88cfe5c0989e,0,train
13675,Devign,13675,qemu,d5a8ee60a0fbc20a2c2d02f3bda1bb1bd365f1ee,1,train
13734,Devign,13734,qemu,68ab47e4b4ecc1c4649362b8cc1e49794d1a6537,1,train
13744,Devign,13744,FFmpeg,be4dfbf7b71e44a53ca8da882a081e35ea134c83,0,train
13750,Devign,13750,qemu,efcb9383b974114e5f682e531346006f8f2466c0,1,train
13939,Devign,13939,qemu,0b1bcb00fb2baf5f3227dd9cd849fa69bf50d7a8,1,train
14032,Devign,14032,qemu,3e305e4a4752f70c0b5c3cf5b43ec957881714f7,1,train
14280,Devign,14280,qemu,c0462f6d75fa481f7660c15a5ca3a60205aa4eca,0,valid
14310,Devign,14310,FFmpeg,e22155ef0eb393dfc8f6e2a6d9d47d95a8aea9c3,1,train
14511,Devign,14511,qemu,340065e5a11a515382c8b1112424c97e86ad2a3f,1,train
14518,Devign,14518,FFmpeg,d341d5fd2cd7e301a20dcb50f3e1445571765023,1,train
14707,Devign,14707,qemu,b2dfd71c4843a762f2befe702adb249cf55baf66,0,train
14919,Devign,14919,qemu,fc19f8a02e45c4d8ad24dd7eb374330b03dfc28e,0,train
15051,Devign,15051,FFmpeg,0c32e19d584ba6ddbc27f0a796260404daaf4b6a,0,train
15344,Devign,15344,FFmpeg,aec8f88a9eb0ef8d684a2e76a152c9090da4af51,0,train
15782,Devign,15782,qemu,72cf2d4f0e181d0d3a3122e04129c58a95da713e,0,train
15901,Devign,15901,qemu,2c62f08ddbf3fa80dc7202eb9a2ea60ae44e2cc5,0,train
15992,Devign,15992,FFmpeg,a0c624e299730c8c5800375c2f5f3c6c200053ff,1,train
16025,Devign,16025,qemu,5fb6c7a8b26eab1a22207d24b4784bd2b39ab54b,0,train
16217,Devign,16217,qemu,e9db8ff38e539260a2cb5a7918d1155b7d92a264,1,train
16323,Devign,16323,qemu,18da7f94cdce130f2a71387de4980ffa817181a1,0,valid
17416,Devign,17416,FFmpeg,fb96ac469a1d375b473868984f832e3a7cdfc24c,1,train
17457,Devign,17457,FFmpeg,ab1e4312887d8e560d027803871b55b883910714,1,valid
17844,Devign,17844,qemu,60fe637bf0e4d7989e21e50f52526444765c63b4,1,train
18096,Devign,18096,qemu,c2b38b277a7882a592f4f2ec955084b2b756daaa,0,train
18392,Devign,18392,qemu,697ab892786d47008807a49f57b2fd86adfcd098,1,valid
18655,Devign,18655,qemu,ecce1929bcb0d8f4efde39df5ceb1aac42df75d4,0,train
18755,Devign,18755,qemu,2c993ec294893af31deed27e5d79610ce71642e1,1,valid
18793,Devign,18793,qemu,dd4d607e40dcd2cb7646b510504880a70939d91b,0,valid
18801,Devign,18801,qemu,10c4c98ab7dc18169b37b76f6ea5e60ebe65222b,0,train
19150,Devign,19150,FFmpeg,82eac2f3216534c065c5023e5599720bd17bed26,1,train
19292,Devign,19292,qemu,61007b316cd71ee7333ff7a0a749a8949527575f,0,train
19548,Devign,19548,FFmpeg,3ee8ca9b0894df3aaf5086c643283cb58ef9763d,0,train
19806,Devign,19806,qemu,09b9418c6d085a0728372aa760ebd10128a020b1,1,train
19902,Devign,19902,qemu,00f4d64ee76e873be881a82d893a591487aa7950,1,train
21323,Devign,21323,FFmpeg,bf1945af301aff54c33352e75f17aec6cb5269d7,0,train
21758,Devign,21758,FFmpeg,1d16a1cf99488f16492b1bb48e023f4da8377e07,0,train
21815,Devign,21815,FFmpeg,5f01beb54846de8764c15206aa63086238dde493,1,train
21861,Devign,21861,qemu,0544edd88a6acea81aefe22fd0cd9a85d1eef093,0,train
21994,Devign,21994,qemu,6baebed7698a37a0ac5168faf26023426b0ac940,1,train
21997,Devign,21997,FFmpeg,77a416e8aab77058b542030870fd7178b62d2a62,1,train
22833,Devign,22833,FFmpeg,a66c6e28b543804f50df1c6083a204219b6b1daa,1,train
22851,Devign,22851,qemu,548f66db33b91bf305c4e5228bb29585701ab58d,0,train
23276,Devign,23276,FFmpeg,84bc45880ae14277cb804569401ddd34274f4764,1,train
23651,Devign,23651,FFmpeg,a38469e1da7b4829a2fba4279d8420a33f96832e,0,train
24564,Devign,24564,FFmpeg,b83ccbffe9b109fcd18dbd178d6b4f300e6d6799,1,train
24844,Devign,24844,qemu,ddf21908961073199f3d186204da4810f2ea150b,0,train
24890,Devign,24890,FFmpeg,345cfd04d093d9fdec81ea3531e73b1f5c1b6a6c,1,train
25306,Devign,25306,FFmpeg,15c41cb6adc4d6720d51c21f8baebebce923b213,1,valid
25657,Devign,25657,FFmpeg,63a99622876ff79a07862167f243a7d3823b7315,1,train
26034,Devign,26034,FFmpeg,d90c5bf10559554d6f9cd1dfb90767b991b76d5d,1,train
26216,Devign,26216,qemu,384acbf46b70edf0d2c1648aa1a92a90bcf7057d,0,train
26276,Devign,26276,qemu,b0f49d138777fb6609aa2ea96d2c59fb872d2c2d,0,train
26413,Devign,26413,qemu,28ec2598ff7d74bd9556a1786f45fc5df2aacfe1,1,train
26552,Devign,26552,qemu,e4f308bbf9f360ee2af5b94b87aef170d8f20dc4,0,train
26565,Devign,26565,qemu,d3b12f5dec4b27ebab58fb5797cb67bacced773b,0,train
26632,Devign,26632,qemu,e9a07334fb6ee08ddd61787c102d36e7e781efef,1,train
26924,Devign,26924,qemu,6f2d8978728c48ca46f5c01835438508aace5c64,1,train
27166,Devign,27166,qemu,5f5a1318653c08e435cfa52f60b6a712815b659d,1,train
27189,Devign,27189,qemu,d368ba4376b2c1c24175c74b3733b8fe64dbe8a6,0,train
27347,MSR,29,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,train
30321,MSR,3003,qemu,bfc56535f793c557aa754c50213fc5f882e6482d,0,train
32425,MSR,5109,php,124fb22a13fafa3648e4e15b4f207c7096d8155e,0,train
33921,MSR,6607,kde,a90289b0962663bc1d247bbbd31b9e65b2ca000e,0,train
34131,MSR,6818,haproxy,17514045e5d934dede62116216c1b016fe23dd06,0,train
35276,MSR,7968,qemu,e6908bfe8e07f2b452e78e677da1b45b1c0f6829,0,train
35795,MSR,8497,gstreamer,bc2cdd57d549ab3ba59782e9b395d0cd683fd3ac,0,train
40281,MSR,13004,mindrot,2fecfd486bdba9f51b3a789277bb0733ca36e1c0,0,train
40962,MSR,13686,openssl,c5b831f21d0d29d1e517d139d9d101763f60c9a2,0,train
47876,MSR,20611,linux,9c895160d25a76c21b65bad141b08e8d4f99afef,0,train
50204,MSR,22939,linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,0,train
52250,MSR,24985,linux,9438fabb73eb48055b58b89fc51e0bc4db22fabd,0,train
53376,MSR,26111,linux,a8b0ca17b80e92faab46ee7179ba9e99ccb61233,0,train
53898,MSR,26633,linux,87c48fa3b4630905f98268dde838ee43626a060c,0,train
54870,MSR,27605,linux,b769f49463711205d57286e64cf535ed4daf59e9,0,train
55246,MSR,27981,linux,a399b29dfbaaaf91162b2dc5a5875dd51bbfa2a1,0,train
58703,MSR,31446,linux,85dfb745ee40232876663ae206cba35f24ab2a40,0,train
65147,MSR,37890,linux,854e8bb1aa06c578c2c9145fa6bfe3680ef63b23,0,train
65818,MSR,38561,linux,b2853fd6c2d0f383dbdf7427e263eb576a633867,0,train
65895,MSR,38638,linux,621b5060e823301d0cba4cb52a7ee3491922d291,0,train
74682,MSR,47426,linux,5d26a105b5a73e5635eae0629b42fa0a90e07b7b,0,train
80086,MSR,52830,linux,e6bd18f57aad1a2d1ef40e646d03ed0f2515c9e3,0,train
80843,MSR,53587,linux,b348d7dddb6c4fbfc810b7a0626e8ec9e29f7cbb,0,train
87085,MSR,59830,linux,f043bfc98c193c284e2cd768fefabe18ac2fed9b,0,train
96807,MSR,69564,linux,129a72a0d3c8e139a04512325384fe5ac119e74d,0,train
98484,MSR,71241,linux,a0f1d21c1ccb1da66629627a74059dd7f5ac9c61,0,train
116069,MSR,88826,linux,f3554aeb991214cbfafd17d55e2bfddb50282e32,0,train
119932,MSR,92689,linux,c40f7d74c741a907cfaeb73a7697081881c497d0,0,train
125808,MSR,98567,Chrome,ee8d6fd30b022ac2c87b7a190c954e7bb3c9b21e,0,train
125922,MSR,98681,Chrome,ee8d6fd30b022ac2c87b7a190c954e7bb3c9b21e,0,train
126465,MSR,99224,Chrome,ccd0226c79553e318657d6285c2feacebd105996,0,train
126703,MSR,99462,Chrome,93dd81929416a0170935e6eeac03d10aed60df18,0,train
129074,MSR,101833,Chrome,5925dff83699508b5e2735afb0297dfb310e159d,0,train
129517,MSR,102276,Chrome,9d02cda7a634fbd6e53d98091f618057f0174387,0,train
133240,MSR,105999,Chrome,b944f670bb7a8a919daac497a4ea0536c954c201,0,train
135371,MSR,108130,Chrome,74c1ec481b33194dc7a428f2d58fc89640b313ae,0,train
137508,MSR,110267,Chrome,3b0d77670a0613f409110817455d2137576b485a,0,train
139524,MSR,112283,Chrome,eb4bcacd683a68534bbe2e4d8d6eeafafc7f57ba,0,train
140273,MSR,113032,Chrome,16dcd30c215801941d9890859fd79a234128fc3e,0,train
142477,MSR,115236,Chrome,0c14577c9905bd8161159ec7eaac810c594508d0,0,train
143479,MSR,116238,Chrome,89e4098439f73cb5c16996511cbfdb171a26e173,0,train
145898,MSR,118657,Chrome,9fd9d629fcf836bb0d6210015d33a299cf6bca34,0,train
148571,MSR,121330,Chrome,370bd9b522d2ccd4a3113d6c93d30cdf8ca502ef,0,train
148743,MSR,121502,Chrome,016da29386308754274675e65fdb73cf9d59dc2d,0,train
150162,MSR,122921,Chrome,18d67244984a574ba2dd8779faabc0e3e34f4b76,0,train
150420,MSR,123179,Chrome,18d67244984a574ba2dd8779faabc0e3e34f4b76,0,train
150689,MSR,123448,Chrome,1538367452b549d929aabb13d54c85ab99f65cd3,0,train
151418,MSR,124177,Chrome,e9841fbdaf41b4a2baaa413f94d5c0197f9261f4,0,train
152386,MSR,125145,Chrome,ac8bd041b81e46e4e4fcd5021aaa5499703952e6,0,train
153941,MSR,126700,Chrome,e89cfcb9090e8c98129ae9160c513f504db74599,0,train
157102,MSR,129861,Chrome,870f3e99a1282023753fe8d8aed90879cbc6838f,0,train
158181,MSR,130940,Chrome,f85a87ec670ad0fce9d98d90c9a705b72a288154,0,train
158544,MSR,131303,Chrome,f85a87ec670ad0fce9d98d90c9a705b72a288154,0,train
159750,MSR,132509,Chrome,0ebe983f1cfdd383a4954127f564b83a4fe4992f,0,train
165829,MSR,138588,Chrome,8dc07f045c6287da3404fa8e0fd8b1b3960afbfa,0,train
