,dataset,example_index,project,commit_id,target,CWE ID,split
0,MSR,0,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
1,MSR,1,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
2,MSR,2,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
3,MSR,3,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
4,MSR,4,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,valid
5,MSR,5,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
6,MSR,6,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,test
7,MSR,7,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,valid
8,MSR,8,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
9,MSR,9,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
10,MSR,10,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
11,MSR,11,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
12,MSR,12,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
13,MSR,13,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
14,MSR,14,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
15,MSR,15,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
16,MSR,16,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
17,MSR,17,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
18,MSR,18,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,test
19,MSR,19,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
20,MSR,20,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
21,MSR,21,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
22,MSR,22,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,test
23,MSR,23,samba,b000da128b5fb519d2d3f2e7fd20e4a25b7dae7d,0,CWE-264,train
24,MSR,24,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
25,MSR,25,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
26,MSR,26,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
27,MSR,27,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
28,MSR,28,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
29,MSR,29,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
30,MSR,30,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
31,MSR,31,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,valid
32,MSR,32,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
33,MSR,33,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
34,MSR,34,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
35,MSR,35,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,train
36,MSR,36,savannah,63451a06b7484d220750ed8574d3ee84e156daf5,0,CWE-264,valid
76,MSR,76,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
77,MSR,77,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
78,MSR,78,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
79,MSR,79,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
80,MSR,80,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
81,MSR,81,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,valid
82,MSR,82,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
83,MSR,83,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
84,MSR,84,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
85,MSR,85,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
86,MSR,86,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
87,MSR,87,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,test
88,MSR,88,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
89,MSR,89,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
90,MSR,90,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
91,MSR,91,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
92,MSR,92,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
93,MSR,93,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
94,MSR,94,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
95,MSR,95,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
96,MSR,96,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
97,MSR,97,openssl,ca989269a2876bae79393bd54c3e72d49975fc75,0,CWE-310,train
211,MSR,211,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
212,MSR,212,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
213,MSR,213,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
214,MSR,214,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
215,MSR,215,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
216,MSR,216,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,valid
217,MSR,217,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
218,MSR,218,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,test
219,MSR,219,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
220,MSR,220,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
221,MSR,221,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
222,MSR,222,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
223,MSR,223,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
224,MSR,224,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
225,MSR,225,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,train
226,MSR,226,savannah,075d7556964f5a871a73c22ac4b69f5361295099,0,CWE-200,test
1315,MSR,1315,shibboleth,6182b0acf2df670e75423c2ed7afe6950ef11c9d,0,CWE-347,train
1316,MSR,1316,shibboleth,6182b0acf2df670e75423c2ed7afe6950ef11c9d,0,CWE-347,valid
1317,MSR,1317,shibboleth,6182b0acf2df670e75423c2ed7afe6950ef11c9d,0,CWE-347,train
1318,MSR,1318,shibboleth,6182b0acf2df670e75423c2ed7afe6950ef11c9d,0,CWE-347,train
1319,MSR,1319,shibboleth,6182b0acf2df670e75423c2ed7afe6950ef11c9d,0,CWE-347,train
1320,MSR,1320,shibboleth,6182b0acf2df670e75423c2ed7afe6950ef11c9d,0,CWE-347,train
1321,MSR,1321,shibboleth,6182b0acf2df670e75423c2ed7afe6950ef11c9d,0,CWE-347,train
1322,MSR,1322,shibboleth,6182b0acf2df670e75423c2ed7afe6950ef11c9d,0,CWE-347,train
1323,MSR,1323,shibboleth,6182b0acf2df670e75423c2ed7afe6950ef11c9d,0,CWE-347,train
1324,MSR,1324,shibboleth,6182b0acf2df670e75423c2ed7afe6950ef11c9d,0,CWE-347,train
1325,MSR,1325,shibboleth,b66cceb0e992c351ad5e2c665229ede82f261b16,0,CWE-347,train
1326,MSR,1326,shibboleth,b66cceb0e992c351ad5e2c665229ede82f261b16,0,CWE-347,train
1327,MSR,1327,shibboleth,b66cceb0e992c351ad5e2c665229ede82f261b16,0,CWE-347,train
1808,MSR,1808,infradead,9ed437c50d89eabae763dd422579f73fdebf288d,0,CWE-264,valid
1809,MSR,1809,infradead,9ed437c50d89eabae763dd422579f73fdebf288d,0,CWE-264,train
1810,MSR,1810,infradead,9ed437c50d89eabae763dd422579f73fdebf288d,0,CWE-264,train
1811,MSR,1811,infradead,9ed437c50d89eabae763dd422579f73fdebf288d,0,CWE-264,train
1812,MSR,1812,infradead,9ed437c50d89eabae763dd422579f73fdebf288d,0,CWE-264,train
1813,MSR,1813,infradead,9ed437c50d89eabae763dd422579f73fdebf288d,0,CWE-264,train
1814,MSR,1814,infradead,9ed437c50d89eabae763dd422579f73fdebf288d,0,CWE-264,valid
1815,MSR,1815,infradead,9ed437c50d89eabae763dd422579f73fdebf288d,0,CWE-264,train
2237,MSR,2237,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2238,MSR,2238,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2239,MSR,2239,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,test
2240,MSR,2240,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2241,MSR,2241,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2242,MSR,2242,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2243,MSR,2243,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2244,MSR,2244,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,valid
2245,MSR,2245,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2246,MSR,2246,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2247,MSR,2247,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2248,MSR,2248,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2249,MSR,2249,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2250,MSR,2250,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2251,MSR,2251,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2252,MSR,2252,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
2253,MSR,2253,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,valid
2254,MSR,2254,mindrot,1bf477d3cdf1a864646d59820878783d42357a1d,0,CWE-264,train
