,dataset,example_index,project,commit_id,target,CWE ID,split
174,MSR,174,php,1ddf72180a52d247db88ea42a3e35f824a8fbda1,0,CWE-189,train
175,MSR,175,php,1ddf72180a52d247db88ea42a3e35f824a8fbda1,0,CWE-189,train
176,MSR,176,php,1ddf72180a52d247db88ea42a3e35f824a8fbda1,0,CWE-189,train
177,MSR,177,php,1ddf72180a52d247db88ea42a3e35f824a8fbda1,0,CWE-189,train
178,MSR,178,php,1ddf72180a52d247db88ea42a3e35f824a8fbda1,0,CWE-189,train
179,MSR,179,php,1ddf72180a52d247db88ea42a3e35f824a8fbda1,0,CWE-189,train
180,MSR,180,php,1ddf72180a52d247db88ea42a3e35f824a8fbda1,0,CWE-189,train
181,MSR,181,php,1ddf72180a52d247db88ea42a3e35f824a8fbda1,0,CWE-189,train
182,MSR,182,php,1ddf72180a52d247db88ea42a3e35f824a8fbda1,0,CWE-189,train
183,MSR,183,php,1ddf72180a52d247db88ea42a3e35f824a8fbda1,0,CWE-189,valid
184,MSR,184,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
185,MSR,185,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
186,MSR,186,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,test
187,MSR,187,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
188,MSR,188,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,valid
189,MSR,189,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
190,MSR,190,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,valid
191,MSR,191,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
192,MSR,192,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,test
193,MSR,193,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
194,MSR,194,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
195,MSR,195,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
196,MSR,196,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
197,MSR,197,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
198,MSR,198,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
199,MSR,199,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
200,MSR,200,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
201,MSR,201,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
202,MSR,202,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
203,MSR,203,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
204,MSR,204,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
205,MSR,205,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,test
206,MSR,206,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
207,MSR,207,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,test
208,MSR,208,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
209,MSR,209,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
210,MSR,210,php,1ddf72180a52d247db88ea42a3e35f824a8fbda2,0,CWE-189,train
659,MSR,659,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,valid
660,MSR,660,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
661,MSR,661,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
662,MSR,662,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
663,MSR,663,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
664,MSR,664,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
665,MSR,665,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
666,MSR,666,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,test
667,MSR,667,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,test
668,MSR,668,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
669,MSR,669,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
670,MSR,670,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,test
671,MSR,671,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
672,MSR,672,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
673,MSR,673,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
674,MSR,674,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
675,MSR,675,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
676,MSR,676,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
677,MSR,677,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
678,MSR,678,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
679,MSR,679,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
680,MSR,680,savannah,c15c42ccd1e2377945fd0414eca1a49294bff454,0,CWE-835,train
704,MSR,704,haproxy,58df5aea0a0c926b2238f65908f5e9f83d1cca25,0,CWE-835,train
705,MSR,705,haproxy,58df5aea0a0c926b2238f65908f5e9f83d1cca25,0,CWE-835,train
706,MSR,706,haproxy,58df5aea0a0c926b2238f65908f5e9f83d1cca25,0,CWE-835,train
707,MSR,707,haproxy,58df5aea0a0c926b2238f65908f5e9f83d1cca25,0,CWE-835,train
708,MSR,708,haproxy,58df5aea0a0c926b2238f65908f5e9f83d1cca25,0,CWE-835,train
